url,RMD,GTG,GTS,IJM,MTD,GT2
https://github.com/osmandapp/Osmand/commit/c45b9e6615181b7d8f4d7b5b1cc141169081c02c,125.00,778.00,10.75,23.50,146.25,31.50
https://github.com/phishman3579/java-algorithms-implementation/commit/4ffcb5a65e6d24c58ef75a5cd7692e875619548d,416.50,1051.75,75.75,95.25,1275.75,108.25
https://github.com/phishman3579/java-algorithms-implementation/commit/f2385a56e6aa040ea4ff18a23ce5b63a4eeacf29,699.00,1372.50,56.75,55.25,833.00,52.00
https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9,43.25,969.00,4.00,8.50,28.50,34.75
https://github.com/processing/processing/commit/8707194f003444a9fb8e00bffa2893ef0c2492c6,37.75,181.75,10.50,19.25,137.00,32.75
https://github.com/processing/processing/commit/acf67c8cb58d13827e14bbeeec11a66f9277015f,1856.00,458.00,179.25,388.50,8258.50,435.50
https://github.com/processing/processing/commit/d7f781da42e54824c17875a6036d3448672637f5,672.75,81.00,88.25,159.50,7746.75,197.50
https://github.com/processing/processing/commit/f36b736cf1206dd1af794d6fb4cee967a3553b1f,4239.75,858.75,527.50,869.00,7606.00,821.00
https://github.com/raphw/byte-buddy/commit/f1dfb66a368760e77094ac1e3860b332cf0e4eb5,7.50,235.00,4.50,11.25,45.75,11.00
https://github.com/raphw/byte-buddy/commit/fd000ca2e78fce2f8aa11e6a81e4f23c2f1348e6,20.25,186.00,1.75,3.50,5.00,5.75
https://github.com/ratpack/ratpack/commit/da6167af3bdbf7663af6c20fb603aba27dd5e174,14.25,42.75,3.25,6.50,17.75,12.50
https://github.com/real-logic/Aeron/commit/35893c115ba23bd62a7036a33390420f074ce660,83.00,121.00,11.50,25.50,142.00,46.25
https://github.com/redsolution/xabber-android/commit/faaf826e901f43d1b46105b18e655eb120f3ffef,9.25,918.25,4.00,7.50,15.25,12.25
https://github.com/restlet/restlet-framework-java/commit/7ffe37983e2f09637b0c84d526a2f824de652de4,66.75,13.25,8.25,135.25,101.75,40.75
https://github.com/robovm/robovm/commit/7837d0baf1aef45340eec699516a8c3a22aeb553,52.00,85.25,14.00,24.00,283.00,62.25
https://github.com/rstudio/rstudio/commit/4983f83d1bedb7b737fc56d409c1c06b04e34e4e,96.50,964.00,10.25,63.75,87.75,63.50
https://github.com/rstudio/rstudio/commit/cb49e436b9d7ee55f2531ebc2ef1863f5c9ba9fe,2.25,90.25,1.50,2.00,2.75,4.25
https://github.com/selendroid/selendroid/commit/e4a309c160285708f917ea23238573da3b677f7f,22.75,39.50,7.75,13.75,86.00,32.50
https://github.com/spotify/helios/commit/3ffd70929c08be5cf14f156189e8050969caa87e,108.25,92.75,22.00,37.00,724.50,134.75
https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d,63.25,381.00,3.50,22.00,22.75,38.50
https://github.com/spring-projects/spring-boot/commit/1cfc6f64f64353bc5530a8ce8cdacfc3eba3e7b2,17.75,873.00,4.50,40.75,15.50,20.75
https://github.com/spring-projects/spring-boot/commit/20d39f7af2165c67d5221f556f58820c992d2cc6,13.75,1011.00,3.50,6.00,16.50,13.50
https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e,96.25,138.75,15.50,300.50,159.75,89.75
https://github.com/spring-projects/spring-data-mongodb/commit/3224fa8ce7e0079d6ad507e17534cdf01f758876,61.75,19.75,16.50,123.00,286.75,68.00
https://github.com/spring-projects/spring-framework/commit/dd4bc630c3de70204081ab196945d6b55ab03beb,9.00,897.00,4.75,33.25,22.00,20.25
https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766,29.75,67.50,1.00,3.00,5.00,6.75
https://github.com/spring-projects/spring-integration/commit/247232bdde24b81814a82100743f77d881aaf06b,80.25,381.50,14.50,132.25,137.25,58.75
https://github.com/spring-projects/spring-security/commit/fcc9a34356817d93c24b5ccf3107ec234a28b136,20.75,210.75,5.50,4.75,33.00,72.25
https://github.com/square/javapoet/commit/5a37c2aa596377cb4c9b6f916614407fd0a7d3db,55.25,390.25,6.75,12.75,18.50,36.00
https://github.com/structr/structr/commit/6c59050b8b03adf6d8043f3fb7add0496f447edf,18.50,743.00,4.75,9.25,33.50,23.00
https://github.com/wicketstuff/core/commit/8ea46f48063c38473c12ca7c114106ca910b6e74,16.75,270.00,3.50,11.50,11.50,23.50
https://github.com/wildfly/wildfly/commit/37d842bfed9779e662321a5ee43c36b058386843,15.00,699.50,4.00,18.75,28.00,29.75
https://github.com/wildfly/wildfly/commit/d7675fb0b19d3d22978e79954f441eeefd74a3b2,83.50,171.00,3.75,17.00,22.75,25.00
https://github.com/wordpress-mobile/WordPress-Android/commit/2252ed3754bff8c39db48d172ac76ac5a4e15359,58.25,285.75,15.00,28.25,401.25,104.50
https://github.com/wordpress-mobile/WordPress-Android/commit/3b95d10985776fb7b710089ff71074fd2bf860ee,24.75,51.75,5.75,11.25,49.50,17.25
https://github.com/wordpress-mobile/WordPress-Android/commit/f8d5cf01f123a1d0a65857aa2db0571fe9cd1911,23.50,12.25,5.75,12.00,50.00,17.00
https://github.com/xetorthio/jedis/commit/d4b4aecbc69bbd04ba87c4e32a52cff3d129906a,3.25,127.50,1.75,3.25,6.00,4.25
https://github.com/zeromq/jeromq/commit/02d3fa171d02c9d82c7bdcaeb739f47d0c0006a0,41.00,121.25,12.00,24.75,148.50,24.25
